"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL363775";"";"None";"372.43";"0";"4.93";"11";"CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccccc4)c23)cc1";"IC50";"'='";"794.33";"nM";"6.10";"";"";"UO_0000065";"16.38";"0.30";"1.17";"7.72";"0";"CHEMBL831665";"Negative log of inhibitory concentration determined against c-Jun N-terminal kinase (Activity reported against the isolated JNK-1 enzyme)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140363";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";""
"CHEMBL383247";"";"None";"308.13";"0";"2.20";"10";"Cc1nn(C)c2c1c(=O)c1cc(Br)ccc1n2O";"IC50";"'='";"920.0";"nM";"6.04";"";"";"UO_0000065";"19.59";"0.46";"3.84";"10.05";"0";"CHEMBL866909";"Inhibition of JNK1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147685";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL207080";"";"None";"229.24";"0";"1.43";"12a";"Cc1nn(C)c2c1c(=O)c1ccccc1n2O";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL866909";"Inhibition of JNK1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147685";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL244378";"";"None";"346.35";"0";"3.54";"15a";"O=C(O)c1ccccc1Nc1ccnc(Nc2ccc3cn[nH]c3c2)n1";"IC50";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"21.18";"0.39";"3.80";"6.34";"0";"CHEMBL905885";"Inhibition at human JNK1 at 1uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143787";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL380044";"";"None";"219.25";"0";"0.93";"22";"CCNc1nc(NC(C)=O)cc(N)c1C#N";"IC50";"'='";"2400.0";"nM";"5.62";"";"";"UO_0000065";"25.63";"0.48";"4.69";"5.41";"0";"CHEMBL860181";"Inhibition of JNK1-mediated ATF2 phosphorylation";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148638";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";""
"CHEMBL1644625";"";"None";"380.41";"0";"3.91";"17";"O=c1[nH]nc(-c2ccnc(Nc3ccccn3)c2)n1-c1ccc2ccccc2c1";"IC50";"'='";"2200.0";"nM";"5.66";"";"";"UO_0000065";"14.87";"0.27";"1.75";"6.39";"0";"CHEMBL1648827";"Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641539";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";""
"CHEMBL1644626";"";"None";"380.41";"0";"3.91";"18";"O=c1[nH]nc(-c2ccnc(Nc3cccnc3)c2)n1-c1ccc2ccccc2c1";"IC50";"'='";"3300.0";"nM";"5.48";"";"";"UO_0000065";"14.41";"0.26";"1.57";"6.19";"0";"CHEMBL1648827";"Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641539";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";""
"CHEMBL1644640";"";"None";"457.53";"0";"3.80";"35";"O=c1n(C2CCOC2)nc(-c2ccnc(NC3CCOCC3)c2)n1-c1ccc2ccccc2c1";"IC50";"'='";"3800.0";"nM";"5.42";"";"";"UO_0000065";"11.85";"0.22";"1.62";"6.51";"0";"CHEMBL1648827";"Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1641539";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";""
"CHEMBL3747485";"";"None";"435.31";"0";"3.78";"48";"Cn1c(=O)c(Oc2c(Cl)cccc2Cl)cc2cnc(N3CCCCC3CO)nc21";"IC50";"'>'";"23000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3751431";"Inhibition of JNK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3745672";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";"";""
"CHEMBL243088";"";"None";"322.32";"0";"3.37";"3";"O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"22.95";"0.42";"4.03";"6.89";"0";"CHEMBL3751431";"Inhibition of JNK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3745672";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";"";""
"CHEMBL3747154";"";"None";"405.29";"0";"4.78";"26";"Cn1c(=O)c(Oc2c(Cl)cccc2Cl)cc2cnc(NC3CCCC3)nc21";"IC50";"'='";"19320.0";"nM";"4.71";"";"";"UO_0000065";"11.63";"0.24";"-0.07";"6.83";"0";"CHEMBL3751431";"Inhibition of JNK1 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3745672";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";"";"";""
"CHEMBL3715238";"";"None";"419.45";"0";"3.00";"24";"Nc1ncc(-c2cc([C@H]3[C@@H]4CN(C5COC5)C[C@@H]43)n(CC3CC3)n2)cc1C(F)(F)F";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4120186";"Inhibition of recombinant full length His-tagged human JNK1alpha1 expressed in baculovirus expression system by FRET assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4118097";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";""
"CHEMBL232600";"";"None";"418.52";"0";"3.47";"8b";"CN(C)CC(=O)N1CCc2c(sc(NC(=O)c3cccc4ccccc34)c2C#N)C1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL897067";"Inhibition of human recombinant full length JNK1alpha1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148840";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL1923187";"";"None";"369.81";"0";"4.38";"9b";"COc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(Cl)cn2)cc1";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"21.89";"0.43";"3.72";"9.36";"0";"CHEMBL1925288";"Inhibition of JNK1 using biotinylated-ATF2 as substrate by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1921763";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"None";"";"";""
"CHEMBL396731";"";"None";"327.38";"0";"3.88";"6f";"O=C(O)c1ccccc1Nc1ccnc(OCC2CCCCC2)n1";"IC50";"'='";"700.0";"nM";"6.16";"";"";"UO_0000065";"18.80";"0.35";"2.27";"7.30";"0";"CHEMBL905885";"Inhibition at human JNK1 at 1uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143787";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL396523";"";"None";"346.35";"0";"3.54";"15b";"O=C(O)c1ccccc1Nc1ccnc(Nc2ccc3[nH]ncc3c2)n1";"IC50";"'='";"55.0";"nM";"7.26";"";"";"UO_0000065";"20.96";"0.38";"3.72";"6.27";"0";"CHEMBL905885";"Inhibition at human JNK1 at 1uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143787";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL243299";"";"None";"324.32";"0";"3.80";"8g";"O=C(O)c1ccccc1Nc1ccnc(Nc2ccc(F)cc2)n1";"IC50";"'='";"29.0";"nM";"7.54";"";"";"UO_0000065";"23.24";"0.43";"3.74";"8.65";"0";"CHEMBL905885";"Inhibition at human JNK1 at 1uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143787";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL243298";"";"None";"324.32";"0";"3.80";"8f";"O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(F)c2)n1";"IC50";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"23.29";"0.43";"3.75";"8.67";"0";"CHEMBL905885";"Inhibition at human JNK1 at 1uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143787";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";""
"CHEMBL1089082";"";"None";"459.43";"1";"5.73";"9";"O=C(Nc1cccc(-c2ccnc3cc(-c4ccncc4)nn23)c1)c1cccc(C(F)(F)F)c1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1109843";"Inhibition of JNK1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156255";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";""
"CHEMBL1420552";"";"None";"412.72";"0";"4.09";"1";"CCN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1";"IC50";"'='";"360.0";"nM";"6.44";"";"";"UO_0000065";"15.61";"0.37";"2.35";"13.23";"0";"CHEMBL1787506";"Inhibition of JNK1 using biotinylated ATF2 and ATP substrates by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782035";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";""
"CHEMBL1784088";"";"None";"424.73";"0";"4.23";"4h";"O=C(Nc1cccc(Cl)c1N1CCN(C2CC2)CC1)c1ccc(Br)o1";"IC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"15.88";"0.37";"2.51";"13.84";"0";"CHEMBL1787506";"Inhibition of JNK1 using biotinylated ATF2 and ATP substrates by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782035";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";""
"CHEMBL1783489";"";"None";"458.28";"0";"4.62";"4s";"C=CCN1CCN(c2c(NC(=O)c3ccc(Br)o3)cccc2C(F)(F)F)CC1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1787506";"Inhibition of JNK1 using biotinylated ATF2 and ATP substrates by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782035";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";""
"CHEMBL1783491";"";"None";"481.39";"1";"5.35";"4u";"C=CCN1CCN(c2c(NC(=O)c3ccc(Br)o3)cccc2Nc2ccccc2)CC1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1787506";"Inhibition of JNK1 using biotinylated ATF2 and ATP substrates by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782035";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";""
"CHEMBL1783498";"";"None";"435.75";"0";"4.06";"6i";"C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2cccc(Br)n2)CC1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1787506";"Inhibition of JNK1 using biotinylated ATF2 and ATP substrates by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782035";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";""
"CHEMBL1783586";"";"None";"381.87";"0";"3.17";"6m";"C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(C#N)cn2)CC1";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1787506";"Inhibition of JNK1 using biotinylated ATF2 and ATP substrates by HTRF assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782035";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";""
"CHEMBL218139";"";"None";"388.45";"0";"0.24";"17n";"CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(NCCN)n2)cc1";"IC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL853925";"Inhibition of JNK1 by ATF2 phosphorylation assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139733";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL220758";"";"None";"449.54";"0";"2.52";"17f";"CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(NCCc3ccccc3)n2)cc1";"IC50";"'='";"260.0";"nM";"6.58";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL853925";"Inhibition of JNK1 by ATF2 phosphorylation assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139733";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL218194";"";"None";"387.47";"0";"1.69";"17a";"CC(C)Nc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N";"IC50";"'='";"67.0";"nM";"7.17";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL853925";"Inhibition of JNK1 by ATF2 phosphorylation assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139733";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL219112";"";"None";"412.50";"0";"2.60";"15e";"CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3ccsc3)n2)cc1";"IC50";"'='";"81.0";"nM";"7.09";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL853925";"Inhibition of JNK1 by ATF2 phosphorylation assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139733";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL221958";"";"None";"434.52";"0";"1.54";"11b";"CCCNC(=O)c1c(N)cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)nc1OCC";"IC50";"'='";"5250.0";"nM";"5.28";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL853925";"Inhibition of JNK1 by ATF2 phosphorylation assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139733";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL373740";"";"None";"429.50";"0";"1.30";"7f";"CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#C/C=C/CO";"IC50";"'='";"1550.0";"nM";"5.81";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL853925";"Inhibition of JNK1 by ATF2 phosphorylation assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139733";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL374855";"";"None";"455.56";"0";"2.86";"7c";"CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#Cc1ccsc1";"IC50";"'='";"3430.0";"nM";"5.46";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL853925";"Inhibition of JNK1 by ATF2 phosphorylation assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139733";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL218734";"";"None";"429.54";"0";"2.94";"7b";"CCCCC#Cc1c(N)cc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)nc1OCC";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL853925";"Inhibition of JNK1 by ATF2 phosphorylation assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139733";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL203839";"";"None";"378.41";"0";"4.00";"21";"O=C(Nc1cc(-c2ccnc(Nc3ccc(F)cc3)c2)ccn1)C1CCOC1";"IC50";"'='";"55.0";"nM";"7.26";"";"";"UO_0000065";"19.18";"0.35";"3.26";"9.53";"0";"CHEMBL862177";"Inhibition of JNK1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139041";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL206466";"";"None";"433.49";"0";"4.22";"15";"CC(=O)N1CCCC(C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)C1";"IC50";"'='";"85.0";"nM";"7.07";"";"";"UO_0000065";"16.31";"0.30";"2.85";"8.11";"0";"CHEMBL862177";"Inhibition of JNK1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139041";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";""
"CHEMBL464551";"";"None";"534.55";"1";"3.07";"25";"COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN(C)OC)CC2";"IC50";"'='";"794.0";"nM";"6.10";"";"";"UO_0000065";"11.41";"0.21";"3.03";"4.05";"0";"CHEMBL1033173";"Inhibition of His-tagged JNK1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154536";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";""
"CHEMBL501964";"";"None";"560.59";"1";"2.91";"30";"COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN1CCOCC1)CC2";"IC50";"'='";"126.0";"nM";"6.90";"";"";"UO_0000065";"12.31";"0.23";"3.99";"4.58";"0";"CHEMBL1033173";"Inhibition of His-tagged JNK1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154536";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";""
"CHEMBL383308";"";"None";"321.38";"0";"0.58";"28d";"CCCN(CCO)CC(=O)Nc1cc(N)c(C#N)c(OCC)n1";"IC50";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"21.15";"0.40";"6.22";"5.46";"0";"CHEMBL860181";"Inhibition of JNK1-mediated ATF2 phosphorylation";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148638";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";""
"CHEMBL210752";"";"None";"347.46";"0";"2.77";"28b";"CCCCN(CCCC)CC(=O)Nc1cc(N)c(C#N)c(OCC)n1";"IC50";"'='";"3500.0";"nM";"5.46";"";"";"UO_0000065";"15.70";"0.30";"2.69";"5.23";"0";"CHEMBL860181";"Inhibition of JNK1-mediated ATF2 phosphorylation";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148638";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";""
"CHEMBL197698";"";"None";"363.80";"1";"5.33";"4d";"O=C(O)c1ccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)cc1";"IC50";"'='";"246.0";"nM";"6.61";"";"";"UO_0000065";"18.17";"0.35";"1.28";"8.47";"0";"CHEMBL881400";"Inhibitory concentration against c-Jun N-terminal kinase 1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143651";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";""
"CHEMBL571619";"";"None";"290.33";"0";"2.99";"9a";"NC(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1";"IC50";"'='";"535.0";"nM";"6.27";"";"";"UO_0000065";"21.60";"0.39";"3.28";"7.75";"0";"CHEMBL1042601";"Inhibition of JNK1 by time resolved fluorescence assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1156783";"1";"Scientific Literature";"J Med Chem";"2010";"None";"";"";""
"CHEMBL210033";"";"None";"218.26";"0";"1.45";"25";"CCCc1nc(NC(C)=O)cc(N)c1C#N";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL860181";"Inhibition of JNK1-mediated ATF2 phosphorylation";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148638";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";""
"CHEMBL210670";"";"None";"249.27";"0";"1.08";"8";"CCNC(=O)Nc1cc(N)c(C#N)c(OCC)n1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL860181";"Inhibition of JNK1-mediated ATF2 phosphorylation";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2276";"c-Jun N-terminal kinase 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148638";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";""
