,SMILES,Scaffold,R-groups,ro_gen_design,struc_alerts,macrocycle,dundee_matches
275,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccc(CBr)cc3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1ccc(CBr)cc1,False,False,True,['alkyl halide']
276,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccc(C#Cc4cccnc4)cc3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1ccc(C#Cc2cnccc2)cc1,False,False,True,['triple bond']
277,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)C(=O)NC)ccc3OCC)nc12,CCCC1=NN(C)C2=C1N=C(C3=C(OCC)C=CC(S(=O)([*])=O)=C3)NC2=O,C(*)(NC)=O,True,False,True,['thioester']
278,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccc(OCCS)nc3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1ccc(OCCS)nc1,False,False,True,['thiol']
279,CC#CCOc1ccc(S(=O)(=O)Nc2ccc(-c3ccc(S(=O)(=O)N4CCN(C)CC4)cc3-c3nc4c(CCC)nn(C)c4c(=O)[nH]3)cc2)cc1,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1ccc(NS(=O)(c2ccc(OCC#CC)cc2)=O)cc1,False,False,True,['triple bond']
280,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3C#Cc3ccc(N)nc3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,C(*)#Cc1ccc(N)nc1,False,False,True,['triple bond']
281,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccc([N+](=O)[O-])cn3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,[N+]([O-])(=O)c1ccc(*)nc1,False,False,True,"['nitro group', 'Oxygen-nitrogen single bond']"
282,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccc(CS(=O)(=O)O)cc3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,OS(=O)(=O)Cc1ccc(*)cc1,False,False,True,['Sulfonic acid']
283,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccc(C=O)cn3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1ncc(C=O)cc1,False,False,True,['aldehyde']
284,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)Nc4ccc(O)c(Cl)c4)ccc3OCC)nc12,CCCC1=NN(C)C2=C1N=C(C3=C(OCC)C=CC(S(=O)([*])=O)=C3)NC2=O,*Nc1cc(Cl)c(O)cc1,True,False,True,['hydroquinone']
285,C#CCn1cc(-c2ccc(S(=O)(=O)N3CCN(C)CC3)cc2-c2nc3c(CCC)nn(C)c3c(=O)[nH]2)c2cc(Br)ccc21,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1c2cc(Br)ccc2n(CC#C)c1,False,False,True,['triple bond']
286,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3CC3C4C5C=CC(C5)C34)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,C1=CC2CC1C1C2C1C*,False,False,True,['isolated alkene']
287,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccc(NS(=O)(=O)O)cc3F)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1c(F)cc(NS(=O)(O)=O)cc1,False,False,True,['Sulfonic acid']
288,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3C=Cc3ccc(OC)cc3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,C(=C*)c1ccc(OC)cc1,False,False,True,['stilbene']
289,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3cccc(NC#N)c3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1cccc(NC#N)c1,False,False,True,"['cyanate / aminonitrile / thiocyanate', 'enamine']"
290,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccc(C)c(N)c3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,Cc1ccc(*)cc1N,False,False,True,['aniline']
291,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccc(N)c(F)c3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,Fc1cc(*)ccc1N,False,False,True,['aniline']
292,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccc(N4Cc5ccccc5S4)cc3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1ccc(N2Cc3ccccc3S2)cc1,False,False,True,['sulphur nitrogen single bond']
293,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccc(N4C#CCC4)cc3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1ccc(N2CCC#C2)cc1,False,False,True,['triple bond']
294,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3Cc3ccc([N+](=O)[O-])cc3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*Cc1ccc([N+](=O)[O-])cc1,False,False,True,"['nitro group', 'Oxygen-nitrogen single bond']"
295,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)NC(C)=NS(C)(=O)=O)ccc3OCC)nc12,CCCC1=NN(C)C2=C1N=C(C3=C(OCC)C=CC(S(=O)([*])=O)=C3)NC2=O,*NC(=NS(C)(=O)=O)C,True,False,True,['imine']
296,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCC=C(C)C4)ccc3OCC)nc12,CCCC1=NN(C)C2=C1N=C(C3=C(OCC)C=CC(S(=O)([*])=O)=C3)NC2=O,C1(C)=CCCN(*)C1,True,False,True,['isolated alkene']
297,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3-c3ccc(OCCOc4ccccc4)cc3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1cccc(OC)c1OC,False,False,True,['Aliphatic long chain']
298,C#CCOc1ccc(S(=O)(=O)Nc2ccc(-c3ccc(S(=O)(=O)N4CCN(C)CC4)cc3-c3nc4c(CCC)nn(C)c4c(=O)[nH]3)cc2)cc1,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1ccc(Cl)nc1,False,False,True,['triple bond']
299,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N([O-])CCOC)ccc3OCC)nc12,CCCC1=NN(C)C2=C1N=C(C3=C(OCC)C=CC(S(=O)([*])=O)=C3)NC2=O,*NC1CCCCC1,True,False,True,['Oxygen-nitrogen single bond']
300,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3Cc3cccc([N+](=O)[O-])c3)nc12,CCCC1=NN(C)C2=C1N=C(C3=C([*])C=CC(S(=O)(N4CCN(C)CC4)=O)=C3)NC2=O,*c1ccccc1,False,False,True,"['nitro group', 'Oxygen-nitrogen single bond']"
301,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)Nc4cccc([N+](=O)[O-])c4)ccc3OCC)nc12,CCCC1=NN(C)C2=C1N=C(C3=C(OCC)C=CC(S(=O)([*])=O)=C3)NC2=O,*N1CCOCC1,True,False,True,"['nitro group', 'Oxygen-nitrogen single bond']"
302,Nc1ccc2c(=O)c(CNC(=O)c3ccc4scnc4c3)cn(-c3ccccc3)c2c1,N(Cc1c(=O)c2ccc([*])cc2n(-c2ccccc2)c1)C(=O)c1cc2c(cc1)scn2,*N,True,False,True,['aniline']
303,O=C(NCc1cn(-c2ccccc2)c2cc(Nc3ccc([N+](=O)[O-])cc3)ccc2c1=O)c1ccc2scnc2c1,N(Cc1c(=O)c2ccc([*])cc2n(-c2ccccc2)c1)C(=O)c1cc2c(cc1)scn2,*Nc1ccc([N+](=O)[O-])cc1,False,False,True,"['nitro group', 'Oxygen-nitrogen single bond']"
304,CC(C)(C)NC(=O)NCc1cn(-c2cccc(Cl)n2)c2cc(Cl)ccc2c1=O,c1(Cl)ccc2c(=O)c(CNC([*])=O)cn([*])c2c1,*NC(C)(C)C|*c1nc(Cl)ccc1,True,False,True,['2-halo pyridine']
305,CCCCNc1ccnc(-n2cc(CNC(=O)NC(C)(C)C)c(=O)c3ccc(Cl)cc32)n1,c1(Cl)ccc2c(=O)c(CNC([*])=O)cn([*])c2c1,*NC(C)(C)C|*c1nccc(NCCCC)n1,True,False,True,['Aliphatic long chain']
306,CC(C)(C)NC(=O)NCc1cn(-c2ccccc2N)c2cc(Cl)ccc2c1=O,Clc1ccc2c(=O)c(CNC([*])=O)cn([*])c2c1,*NC(C)(C)C|*c1ccccc1N,True,False,True,['aniline']
307,COCCOc1ncccc1-n1cc(CNC(=O)NC(C)(C)C)c(=O)c2ccc(Cl)cc21,Clc1ccc2c(=O)c(CNC([*])=O)cn([*])c2c1,*NC(C)(C)C|*c1cccnc1OCCOC,True,False,True,['Aliphatic long chain']
308,CC(C)(C)NC(=O)NCc1cn(-c2nccc(-c3cnc(S)cn3)n2)c2cc(Cl)ccc2c1=O,Clc1ccc2c(=O)c(CNC([*])=O)cn([*])c2c1,*NC(C)(C)C|*c1nc(-c2ncc(S)nc2)ccn1,True,False,True,['thiol']
309,O=C(NCc1cn(-c2ccccc2)c2cc(C#CC3CCOC3)ccc2c1=O)c1ccc2scnc2c1,N(C(c1ccc2scnc2c1)=O)Cc1cn(-c2ccccc2)c2cc([*])ccc2c1=O,*C#CC1CCOC1,False,False,True,['triple bond']
310,C#Cc1ccnc(-n2cc(CNC(=O)c3ccc4scnc4c3)c(=O)c3ccc(Cl)cc32)c1,n1c2cc(C(NCc3cn([*])c4c(c3=O)ccc(Cl)c4)=O)ccc2sc1,*c1nccc(C#C)c1,True,False,True,['triple bond']
311,CC(C)(C)NC(=O)NCc1cn(-c2nccc(-c3ccc(N)cc3)n2)c2cc(Cl)ccc2c1=O,c1cc(Cl)cc2n([*])cc(CNC(=O)[*])c(=O)c12,*c1nc(-c2ccc(N)cc2)ccn1|*NC(C)(C)C,True,False,True,['aniline']
312,COCCOc1ccc(-n2cc(CNC(=O)c3ccc4scnc4c3)c(=O)c3ccc(Cl)cc32)cc1,s1c2c(nc1)cc(C(=O)NCc1cn([*])c3cc(Cl)ccc3c1=O)cc2,*c1ccc(OCCOC)cc1,True,False,True,['Aliphatic long chain']
313,Nc1ccc(-c2cccc(-n3cc(CNC(=O)c4ccc5scnc5c4)c(=O)c4ccc(Cl)cc43)n2)cc1,s1c2c(nc1)cc(C(=O)NCc1cn([*])c3cc(Cl)ccc3c1=O)cc2,*c1nc(-c2ccc(N)cc2)ccc1,False,False,True,['aniline']
314,Nc1ccc(-n2cc(CNC(=O)c3ccc4scnc4c3)c(=O)c3ccc(Cl)cc32)cc1,Clc1cc2n([*])cc(CNC(c3ccc4scnc4c3)=O)c(=O)c2cc1,*c1ccc(N)cc1,True,False,True,['aniline']
315,COCCOc1ccc(-n2cc(CNC(=O)c3ccc4scnc4c3)c(=O)c3ccc(Cl)cc32)nc1,Clc1cc2n([*])cc(CNC(c3ccc4scnc4c3)=O)c(=O)c2cc1,*c1ncc(OCCOC)cc1,True,False,True,['Aliphatic long chain']
316,COCCOc1ccc(-c2cnc(-n3cc(CNC(=O)NC(C)(C)C)c(=O)c4ccc(Cl)cc43)nc2)cn1,c12c(c(=O)c(CNC(=O)[*])cn1[*])ccc(Cl)c2,*NC(C)(C)C|*c1ncc(-c2ccc(OCCOC)nc2)cn1,True,False,True,['Aliphatic long chain']
317,CC(C)(N)NC(=O)NCc1cn(-c2nccc(-c3cccc(CC#N)c3)n2)c2cc(Cl)ccc2c1=O,c12c(c(=O)c(CNC(=O)[*])cn1[*])ccc(Cl)c2,*NC(C)(C)N|*c1nccc(-c2cccc(CC#N)c2)n1,True,False,True,['het-C-het not in ring']
318,C#CCOc1cccc(-c2ccc3c(=O)c(CNC(=O)c4ccc5scnc5c4)cn(-c4ccccc4)c3c2)c1,c1c2ncsc2ccc1C(NCc1c(=O)c2ccc([*])cc2n(-c2ccccc2)c1)=O,*c1cc(OCC#C)ccc1,False,False,True,['triple bond']
319,C#Cc1ccc2c(=O)c(CNC(=O)c3ccc4scnc4c3)cn(-c3ccccc3)c2c1,O=c1c(CNC(=O)c2cc3c(cc2)scn3)cn(-c2ccccc2)c2cc([*])ccc12,*C#C,True,False,True,['triple bond']
320,O=C(NCc1cn(-c2ccccc2)c2cc(C#CCO)ccc2c1=O)c1ccc2scnc2c1,O=c1c(CNC(=O)c2cc3c(cc2)scn3)cn(-c2ccccc2)c2cc([*])ccc12,*C#C1CCCC1,True,False,True,['triple bond']
321,O=C(NCc1cn(-c2ccccc2)c2cc(NCO)ccc2c1=O)c1ccc2scnc2c1,O=c1c(CNC(=O)c2cc3c(cc2)scn3)cn(-c2ccccc2)c2cc([*])ccc12,*NC1CC1,True,False,True,['het-C-het not in ring']
322,COCCOc1cnc(-n2cc(CNC(=O)c3ccc4scnc4c3)c(=O)c3ccc(Cl)cc32)cn1,s1c2c(cc(C(=O)NCc3c(=O)c4ccc(Cl)cc4n([*])c3)cc2)nc1,*c1ncc(OCC2CC2)cc1,True,False,True,['Aliphatic long chain']
323,CC(C)(C)NC(=O)NCc1cn(-c2ccc(OC3CCCO3)cn2)c2cc(Cl)ccc2c1=O,c1c(CNC(=O)[*])c(=O)c2ccc(Cl)cc2n1[*],*NC(C)(C)C|*c1ncc(OC2OCCC2)cc1,True,False,True,['acetal']
324,O=C(NCc1cn(-c2ccccc2)c2cc(Nc3ccc(SCCCO)cc3)ccc2c1=O)c1ccc2scnc2c1,n1(-c2ccccc2)c2cc([*])ccc2c(=O)c(CNC(=O)c2ccc3c(c2)ncs3)c1,*Nc1ccc(SCCCO)cc1,False,False,True,['Aliphatic long chain']
325,COCCOc1ccc(-n2cc(CNC(=O)NC(C)(C)C)c(=O)c3ccc(Cl)cc32)cc1,c1(CNC(=O)[*])cn([*])c2cc(Cl)ccc2c1=O,*NC(C)(C)C|*c1ccc(OCCOC)cc1,True,False,True,['Aliphatic long chain']
326,O=C(NCc1cn(-c2ccccc2)c2cc(C#CC3CC3)ccc2c1=O)c1ccc2scnc2c1,c12cc(C(NCc3cn(-c4ccccc4)c4cc([*])ccc4c3=O)=O)ccc1scn2,*C#CC1CC1,False,False,True,['triple bond']
327,COCC#Cc1ccc2c(=O)c(CNC(=O)c3ccc4scnc4c3)cn(-c3ccccc3)c2c1,c12cc(C(NCc3cn(-c4ccccc4)c4cc([*])ccc4c3=O)=O)ccc1scn2,*C#CCOC,True,False,True,['triple bond']
328,COCCOc1ccc(Cc2ccc3c(=O)c(CNC(=O)c4ccc5scnc5c4)cn(-c4ccccc4)c3c2)cc1,c12scnc1cc(C(NCc1c(=O)c3ccc([*])cc3n(-c3ccccc3)c1)=O)cc2,*Cc1ccc(OCCOC)cc1,False,False,True,['Aliphatic long chain']
329,O=C(NCc1cn(-c2ccccc2)c2cc(Cc3cccc(S(=O)(=O)O)c3)ccc2c1=O)c1ccc2scnc2c1,c12scnc1cc(C(NCc1c(=O)c3ccc([*])cc3n(-c3ccccc3)c1)=O)cc2,*Cc1cccc(S(=O)(=O)O)c1,False,False,True,['Sulfonic acid']
330,COCCOc1ccc(Nc2ccc3c(=O)c(CNC(=O)c4ccc5scnc5c4)cn(-c4ccccc4)c3c2)cc1,c12scnc1cc(C(NCc1c(=O)c3ccc([*])cc3n(-c3ccccc3)c1)=O)cc2,*Nc1ccc(OCCOC)cc1,False,False,True,['Aliphatic long chain']
331,COCCOc1ccc(-c2ccc3c(=O)c(CNC(=O)c4ccc5scnc5c4)cn(-c4ccccc4)c3c2)cc1,c12scnc1cc(C(NCc1c(=O)c3ccc([*])cc3n(-c3ccccc3)c1)=O)cc2,*c1ccc(OCCOC)cc1,False,False,True,['Aliphatic long chain']
332,O=C(NCc1cn(-c2ccccc2)c2cc(-c3ccc(S(=O)(=O)NO)cc3)ccc2c1=O)c1ccc2scnc2c1,c12scnc1cc(C(NCc1c(=O)c3ccc([*])cc3n(-c3ccccc3)c1)=O)cc2,*c1ccc(S(=O)(=O)NO)cc1,False,False,True,['Oxygen-nitrogen single bond']
333,O=C(NCc1cn(-c2cccc(F)n2)c2cc(Cl)ccc2c1=O)c1ccc2scnc2c1,n1c2c(sc1)ccc(C(=O)NCc1cn([*])c3cc(Cl)ccc3c1=O)c2,*c1nc(F)ccc1,True,False,True,['2-halo pyridine']
334,CN(C)CCCOc1cnc(-n2cc(CNC(=O)c3ccc4scnc4c3)c(=O)c3ccc(Cl)cc32)nc1,n1c2c(sc1)ccc(C(=O)NCc1cn([*])c3cc(Cl)ccc3c1=O)c2,*c1ncc(OCCCN(C)C)cn1,True,False,True,['Aliphatic long chain']
335,CC#Cc1ccc2c(=O)c(CNC(=O)c3ccc4scnc4c3)cn(-c3ccccc3)c2c1,C(c1ccc2scnc2c1)(=O)NCc1cn(-c2ccccc2)c2c(ccc([*])c2)c1=O,*C#CC,True,False,True,['triple bond']
336,Nc1ccc(-c2ccnc(-n3cc(CNC(=O)c4ccc5scnc5c4)c(=O)c4ccc(Cl)cc43)n2)cc1,c1(Cl)cc2n([*])cc(CNC(=O)c3cc4ncsc4cc3)c(=O)c2cc1,*c1nccc(-c2ccc(N)cc2)n1,False,False,True,['aniline']
337,Cc1ccc(-c2cc(-n3cc(CNC(=O)C(N)=O)c(=O)c4ccc(Cl)cc43)ccn2)cc1,c12c(ccc(Cl)c1)c(=O)c(CNC([*])=O)cn2[*],*C(N)=O|*c1cc(-c2ccc(C)cc2)ncc1,True,False,True,['diketo group']
338,CC(C)(C)NC(=O)NCc1cn(-c2cccc(N)c2)c2cc(Cl)ccc2c1=O,c12c(ccc(Cl)c1)c(=O)c(CNC([*])=O)cn2[*],*NC(C)(C)C|*c1cc(N)ccc1,True,False,True,['aniline']
339,CC(C)(C)NC(=O)NCc1cn(-c2nccc(-c3ccc(N)c(Cl)c3)n2)c2cc(Cl)ccc2c1=O,c12c(ccc(Cl)c1)c(=O)c(CNC([*])=O)cn2[*],*NC(C)(C)C|*c1nccc(-c2cc(Cl)c(N)cc2)n1,True,False,True,['aniline']
340,Nc1ccc(-c2ccc3c(=O)c(CNC(=O)c4ccc5scnc5c4)cn(-c4ccccc4)c3c2)cc1OCCO,c1(CNC(c2ccc3c(c2)ncs3)=O)cn(-c2ccccc2)c2c(ccc([*])c2)c1=O,*c1ccc(N)c(OCCO)c1,False,False,True,['aniline']
341,O=C(NCc1cn(-c2ccc(-c3ccc([N+](=O)[O-])cc3)cc2)c2cc(Cl)ccc2c1=O)c1ccc2scnc2c1,c1cc(C(=O)NCc2c(=O)c3c(cc(Cl)cc3)n([*])c2)cc2ncsc12,*c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,False,False,True,"['nitro group', 'Oxygen-nitrogen single bond']"
342,Cc1ccn(-c2nccc(-n3cc(CNC(=O)C(=O)NC(C)(C)C)c(=O)c4ccc(Cl)cc43)n2)n1,c1cc2c(=O)c(CNC(=O)[*])cn([*])c2cc1Cl,*C(NC(C)(C)C)=O|*c1nc(-n2ccc(C)n2)ncc1,True,False,True,['diketo group']
343,C#CCOc1ccc(N)c(-c2ccnc(-n3cc(CNC(=O)NC(C)(C)C)c(=O)c4ccc(Cl)cc43)n2)c1,c1cc2c(=O)c(CNC(=O)[*])cn([*])c2cc1Cl,*NC(C)(C)C|*c1nccc(-c2cc(OCC#C)ccc2N)n1,True,False,True,"['aniline', 'triple bond']"
344,O=C(NCc1cn(-c2cccc(Cl)n2)c2cc(Cl)ccc2c1=O)c1ccc2scnc2c1,c1(=O)c2c(cc(Cl)cc2)n([*])cc1CNC(=O)c1cc2ncsc2cc1,*c1nc(Cl)ccc1,True,False,True,['2-halo pyridine']
345,O=C(NCc1cn(-c2ccccc2)c2cc(-c3ccccc3NS(=O)(=O)O)ccc2c1=O)c1ccc2scnc2c1,c1c2n(-c3ccccc3)cc(CNC(c3cc4ncsc4cc3)=O)c(=O)c2ccc1[*],*c1c(NS(=O)(=O)O)cccc1,False,False,True,['Sulfonic acid']
346,O=C(NCc1cn(-c2ccccc2)c2cc(Nc3ccc(OCCCO)cc3)ccc2c1=O)c1ccc2scnc2c1,C(c1cc2ncsc2cc1)(NCc1cn(-c2ccccc2)c2c(c1=O)ccc([*])c2)=O,*Nc1ccc(OCCCO)cc1,False,False,True,['Aliphatic long chain']
347,Nc1ccc(C(=O)n2cc(CNC(=O)c3ccc4scnc4c3)c(=O)c3ccc(Cl)cc32)cc1,[*]n1c2cc(Cl)ccc2c(=O)c(CNC(=O)c2ccc3scnc3c2)c1,*C(c1ccc(N)cc1)=O,True,False,True,['aniline']
348,Nc1ccc(-c2nccc(-n3cc(CNC(=O)c4ccc5scnc5c4)c(=O)c4ccc(Cl)cc43)n2)cc1,[*]n1c2cc(Cl)ccc2c(=O)c(CNC(=O)c2ccc3scnc3c2)c1,*c1nc(-c2ccc(N)cc2)ncc1,False,False,True,['aniline']
349,Nc1ccc(-c2cnc(-n3cc(CNC(=O)c4ccc5scnc5c4)c(=O)c4ccc(Cl)cc43)cn2)cc1,c1cc(C(NCc2c(=O)c3ccc(Cl)cc3n([*])c2)=O)cc2ncsc12,*c1ncc(-c2ccc(N)cc2)nc1,False,False,True,['aniline']
350,O=C(NCc1cn(-c2ccccc2)c2cc(Nc3ccc([N+](=O)[O-])c(Cl)c3)ccc2c1=O)c1ccc2scnc2c1,s1cnc2cc(C(NCc3cn(-c4ccccc4)c4c(c3=O)ccc([*])c4)=O)ccc12,*Nc1ccc([N+](=O)[O-])c(Cl)c1,False,False,True,"['nitro group', 'Oxygen-nitrogen single bond']"
351,CC(C)(C)NC(=O)NCc1cn(-c2cccc(F)n2)c2cc(Cl)ccc2c1=O,c1c(Cl)cc2c(c(=O)c(CNC([*])=O)cn2[*])c1,C(C)(N*)(C)C|*c1nc(F)ccc1,True,False,True,['2-halo pyridine']
352,O=C(NCc1cn(-c2ccccc2)c2cc(-c3cccc([N+](=O)[O-])c3)ccc2c1=O)c1ccc2scnc2c1,s1c2c(cc(C(=O)NCc3c(=O)c4c(n(-c5ccccc5)c3)cc([*])cc4)cc2)nc1,*c1cc([N+](=O)[O-])ccc1,False,False,True,"['nitro group', 'Oxygen-nitrogen single bond']"
353,COCCOc1cccc(Cc2ccc3c(=O)c(CNC(=O)c4ccc5scnc5c4)cn(-c4ccccc4)c3c2)c1,c1ccccc1-n1cc(CNC(=O)c2cc3c(scn3)cc2)c(=O)c2c1cc([*])cc2,*Cc1cc(OCCOC)ccc1,False,False,True,['Aliphatic long chain']
354,Nc1cccc(Nc2ccc3c(=O)c(CNC(=O)c4ccc5scnc5c4)cn(-c4ccccc4)c3c2)c1,c1ccccc1-n1cc(CNC(=O)c2cc3c(scn3)cc2)c(=O)c2c1cc([*])cc2,*Nc1cc(N)ccc1,False,False,True,['aniline']
355,COCCOc1cccc(-c2ccc3c(=O)c(CNC(=O)c4ccc5scnc5c4)cn(-c4ccccc4)c3c2)c1,c1ccccc1-n1cc(CNC(=O)c2cc3c(scn3)cc2)c(=O)c2c1cc([*])cc2,*c1cc(OCCOC)ccc1,False,False,True,['Aliphatic long chain']
356,Nc1ccccc1-c1ccc2c(=O)c(CNC(=O)c3ccc4scnc4c3)cn(-c3ccccc3)c2c1,c1ccccc1-n1cc(CNC(=O)c2cc3c(scn3)cc2)c(=O)c2c1cc([*])cc2,*c1ccccc1N,False,False,True,['aniline']
357,Cc1cc(Nc2ccc3c(=O)c(CNC(=O)c4ccc5scnc5c4)cn(-c4ccccc4)c3c2)ccc1O,c1c(C(=O)NCc2cn(-c3ccccc3)c3cc([*])ccc3c2=O)ccc2scnc12,*Nc1cc(C)c(O)cc1,False,False,True,['hydroquinone']
358,CC(C)(C)NC(=O)NCc1cn(-c2nccc(Nc3ccc(F)nc3)n2)c2cc(Cl)ccc2c1=O,c1c2c(=O)c(CNC([*])=O)cn([*])c2cc(Cl)c1,*NC(C)(C)C|*c1nccc(Nc2ccc(F)nc2)n1,True,False,True,['2-halo pyridine']
359,O=C(NCc1cn(-c2ccccc2)c2cc(Nc3ccccc3[N+](=O)[O-])ccc2c1=O)c1ccc2scnc2c1,C(c1cc2ncsc2cc1)(NCc1cn(-c2ccccc2)c2cc([*])ccc2c1=O)=O,*Nc1ccccc1[N+](=O)[O-],False,False,True,"['nitro group', 'Oxygen-nitrogen single bond']"
360,CC(=O)n1cc(CNC(=O)OCC(Cl)(Cl)Cl)c(=O)c2ccc(Cl)cc21,N(Cc1c(=O)c2ccc(Cl)cc2n([*])c1)C([*])=O,*C(=O)C|C(O*)C(Cl)(Cl)Cl,True,False,True,['alkyl halide']
361,CC(=O)n1cc(CNC(=O)N2CCC23NC(=O)NC3=O)c(=O)c2ccc(Cl)cc21,N(Cc1c(=O)c2ccc(Cl)cc2n([*])c1)C([*])=O,CC(=O)*|*Oc1ccccc1,True,False,True,['hydantoin']
362,CCOC(=O)CC(=O)NCc1cn(C(C)=O)c2cc(Cl)ccc2c1=O,N(Cc1c(=O)c2ccc(Cl)cc2n([*])c1)C([*])=O,O=C(*)C|O(C)*,True,False,True,['beta-keto/anhydride']
363,CN([N][O])C(=O)n1cc(CNC(=O)Nc2c(Cl)cccc2Cl)c(=O)c2ccc(Cl)cc21,N(Cc1c(=O)c2ccc(Cl)cc2n([*])c1)C([*])=O,O=C(*)N(C)C|N(C)(C)*,True,False,True,"['N oxide', 'Oxygen-nitrogen single bond']"
